url,old_price,new_price
https://www.ouvrard.com/stock/occasion-2019-new-holland-bb1290plus-4092513-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-amazone-catros+6002-2ts-4222286-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2012-new-holland-br7070-4092453-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2017-new-holland-t7-210rc-sw-4092490-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2014-kuhn-ga9030-4277714-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2020-bomford-bomf-tb4000-4092502-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2007-new-holland-br750a-4246059-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-1997-ford-7840-sle-4277705-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2020-case-ih-maxxum125-4241895-fr-fr.htm,83 000 €,79 000 €
https://www.ouvrard.com/stock/occasion-2010-kuhn-ga6520-4317591-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2012-new-holland-t7-210-4317589-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2016-new-holland-roll-belt180-4092466-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-ferrand-r5500sv/3-4107123-fr-fr.htm,9 900 €,8 900 €
https://www.ouvrard.com/stock/occasion-2017-claas-lexion760-tt-4317593-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2016-caruelle-olympia-4190059-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2011-väderstad-carrier-500-4264986-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2023-case-ih-quantum100f-4092729-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2015-divers-faresin--ecomix-4092489-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-1995-horsch-seme-exact-4277713-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2018-bernard-mfc-4092413-fr-fr.htm,7 000 €,6 000 €
https://www.ouvrard.com/stock/occasion-2008-evrard-meteor4100-4317594-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2020-krone-swadro740ts-4190065-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2005-kuhn-agri-longer-4092509-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2000-hardi-commander-4264982-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2011-kuhn-ga7932-4092688-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2013-lemken-karat-4182316-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2020-divers-cm7/150-4238000-fr-fr.htm,5 300 €,4 700 €
https://www.ouvrard.com/stock/occasion-2006-new-holland-tm155rc-4277717-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2001-new-holland-tn75-4280531-fr-fr.htm,20 000 €,18 000 €
https://www.ouvrard.com/stock/occasion-2013-claas-variant350-4190071-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2023-case-ih-quantum100f-4297710-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2015-new-holland-bb1290-4264993-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-loiseau-l60-4092625-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2010-fella-ts1603-4191175-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2012-beyne-python-4092479-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2011-lucas-qualimix-pro200a-4191174-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2017-kuhn-gmd3111ff-4092505-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2023-case-ih-quantum100f-4182065-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2012-lucas-castor+20r-4264994-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2018-lucas-autospire-per200-4092518-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-kuhn-ga8030-4092680-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-1995-new-holland-fx375-4095377-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-krone-easycut320r-cv-4313628-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2000-new-holland-br658-4246063-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-new-holland-t4-110f-4222260-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2014-huard-optimer+6003-4190068-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2016-divers-cm11/190-4238001-fr-fr.htm,4 300 €,3 600 €
https://www.ouvrard.com/stock/occasion-2008-case-ih-cs100-4317587-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2008-john-deere-592-premium-4182309-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2020-new-holland-t7-260ac-4222276-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2012-case-ih-puma-165-4191184-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2021-john-deere-6250r-4092533-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2015-new-holland-t7-235-4246065-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-1990-irrifrance-63/200-pneuride-4185765-fr-fr.htm,1 000 €,850 €
https://www.ouvrard.com/stock/occasion-2013-krone-easycut-4317585-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2019-new-holland-bb1290plus-4222282-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2017-berthoud-vantage43-46-4246060-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2018-amazone-catros+6002-2-4092457-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2021-kongskilde-vibroflex7460-4246072-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2016-lemken-sirius-10/1900-4246078-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2017-new-holland-roll-belt180-4182297-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2016-new-holland-t4-95n-4092727-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2017-amazone-primera-4182362-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2016-amazone-catros-6100-4092507-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2012-lemken-karat-9-4317599-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2004-kuhn-ga4521gm-4317592-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2018-sulky-easydrill-4317601-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2014-horsch-joker8rt-4092679-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2018-kuhn-fc3125df-4092657-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2018-new-holland-t6-155ac-4092636-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2016-claas-arion620-4191180-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2015-kuhn-fc3125df-4264995-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2009-seguip-apx4240-4222289-fr-fr.htm,,
https://www.ouvrard.com/stock/occasion-2015-valtra-s324-2710455-fr-fr.htm,,
